sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3238	1p	3	1	64471800	69969376.5	0.92	LOSS AFTER
X3238	2p	5	2	26195751	26195751	1	GAIN
X3238	3p	1	0	8740300	9465416	0.92	LOSS BEFORE & AFTER
X3238	4p	1	0	18974200	18974200	1	LOSS BEFORE & AFTER
X3238	4q	2	0	121465300	121597500	1	LOSS BEFORE
X3238	5q	3	1	98821425	99489171	0.99	LOSS AFTER
X3238	7p	1	0	16446100	16446100	1	LOSS BEFORE & AFTER
X3238	9p	2	0	44441796.5	44441796.5	1	LOSS BEFORE
X3238	9q	2	0	93428567.5	93428567.5	1	LOSS BEFORE
X3238	10q	4	1	64457200	64457200	1	CNLOH AFTER
X3238	12p	1	0	2007200	2007200	1	LOSS BEFORE & AFTER
X3238	14q	3	1	61635900	64959168	0.95	LOSS AFTER
X3238	15q	3	1	53405200	54866662	0.97	LOSS AFTER
X3238	17p	2	0	23822825.5	23822825.5	1	LOSS BEFORE
X3238	18p	3	1	18113552.5	18113552.5	1	LOSS AFTER
X3238	18q	2	0	54229100	59053147.5	0.92	LOSS BEFORE
X3238	20p	3	1	28149690	28149690	1	LOSS AFTER
