sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2529	1p	3	1	91465291.5	91465291.5	1	LOSS AFTER
X2529	2q	3	1	145244580	145638191	1	LOSS AFTER
X2529	3p	4	2	730116	730116	1	TETRAPLOID
X2529	3q	4	2	106001184	106001184	1	TETRAPLOID
X2529	4p	3	1	1564506	1564506	1	LOSS AFTER
X2529	4q	3	1	139384394	139384394	1	LOSS AFTER
X2529	5p	2	0	48132453.5	48132453.5	1	LOSS BEFORE
X2529	7q	5	2	57807972	59204374	0.98	GAIN
X2529	8p	1	0	29032800	29103500	1	LOSS BEFORE & AFTER
X2529	8q	4	0	69557774	75472118	0.92	CNLOH BEFORE
X2529	9q	2	1	61371561	61623061	1	DOUBLE LOSS AFTER
X2529	10q	2	1	39901600	39901600	1	DOUBLE LOSS AFTER
X2529	11q	4	0	34287089	38115032	0.9	CNLOH BEFORE
X2529	13q	3	1	96152951	96152951	1	LOSS AFTER
X2529	14q	3	1	37766899	37766899	1	LOSS AFTER
X2529	15q	3	1	42267100	42267100	1	LOSS AFTER
X2529	16p	3	0	34094613.5	34094613.5	1	CNLOH BEFORE & LOSS
X2529	17p	2	0	24522442.5	24630177.5	1	LOSS BEFORE
X2529	18p	3	1	18113452.5	18113452.5	1	LOSS AFTER
X2529	18q	3	1	62086147.5	62086147.5	1	LOSS AFTER
X2529	20p	5	2	26105719	26105719	1	GAIN
X2529	20q	5	2	32716152	32739128	1	GAIN
X2529	21q	4	2	33296472	33296472	1	TETRAPLOID
X2529	22q	3	1	33440542	33953546	0.98	LOSS AFTER
