sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X356	1p	2	1	120094291.5	120264891.5	1	DIPLOID
X356	1q	2	1	120969624.5	122017803.5	0.99	DIPLOID
X356	2p	2	1	93125051	93125051	1	DIPLOID
X356	2q	2	1	146613943	147784033	0.99	DIPLOID
X356	3p	2	1	92016116	92016116	1	DIPLOID
X356	3q	2	1	98568125	103567661	0.95	DIPLOID
X356	4p	1	0	96700	96700	1	HETLOSS
X356	4q	2	1	120572200	120681100	1	DIPLOID
X356	5p	2	1	26687553.5	26707953.5	1	DIPLOID
X356	5q	2	1	125962587.5	133000687.5	0.95	DIPLOID
X356	6p	2	1	27164911	27164911	1	DIPLOID
X356	6q	2	1	111422751	111422751	1	DIPLOID
X356	7p	2	1	59829136.5	59829136.5	1	DIPLOID
X356	7q	2	1	99310286.5	99345276.5	1	DIPLOID
X356	8q	2	1	44081263	44661021	0.99	DIPLOID
X356	9p	2	1	44441996.5	44441996.5	1	DIPLOID
X356	9q	2	1	93591282.5	93591282.5	1	DIPLOID
X356	10q	2	1	80808024	86051266	0.94	DIPLOID
X356	11q	2	1	58982798	58982798	1	DIPLOID
X356	12p	2	1	35965129.5	35965129.5	1	DIPLOID
X356	12q	2	1	94087257.5	96344686.5	0.98	DIPLOID
X356	13q	2	1	94221504	94244456	1	DIPLOID
X356	14q	2	1	6262816	7557916	0.83	DIPLOID
X356	15q	2	1	71410400	71410400	1	DIPLOID
X356	16p	2	1	32375680	32478407	1	DIPLOID
X356	16q	2	1	43334645	43422645	1	DIPLOID
X356	18p	2	1	18113652.5	18113652.5	1	DIPLOID
X356	18q	2	1	62086347.5	62086347.5	1	DIPLOID
X356	19p	2	1	13682029	14462180	0.95	DIPLOID
X356	19q	2	1	31243946	31917933	0.98	DIPLOID
X356	20p	2	1	28149490	28149490	1	DIPLOID
X356	20q	2	1	31928845	35827778	0.89	DIPLOID
X356	21q	2	1	34790413	34790413	1	DIPLOID
X356	22q	2	1	32941074	35349112	0.93	DIPLOID
X356	23p	2	1	60224960.5	60224960.5	1	DIPLOID
X356	23q	2	1	95518839.5	95518839.5	1	DIPLOID
