sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1922	1p	5	2	44672341	47810541	0.93	GAIN
X1922	3q	8	1	87168820	99599398	0.88	TRUE:8:7:1
X1922	4p	4	2	40945606	40945606	1	TETRAPLOID
X1922	4q	4	2	134411651	139325073	0.96	TETRAPLOID
X1922	8p	1	0	111000	111000	1	LOSS BEFORE & AFTER
X1922	8q	6	1	95928920	98107372	0.98	AMP
X1922	9p	0	0	2068100	2068100	1	HOMDEL
X1922	11q	5	2	60951004	60951004	1	GAIN
X1922	12q	5	0	63742868	74120176	0.86	CNLOH BEFORE & GAIN
X1922	13q	5	2	84556343	90775120	0.93	GAIN
X1922	14q	5	2	31817600	33209844	0.96	GAIN
X1922	15q	3	1	71198900	71198900	1	LOSS AFTER
X1922	16q	5	0	52607746.5	52631349.5	1	CNLOH BEFORE & GAIN
X1922	18p	8	1	6608352.5	6608352.5	1	TRUE:8:7:1
X1922	19q	6	0	28047245	32110083	0.87	AMP (LOH)
X1922	23p	2	1	60224960.5	60224960.5	1	DOUBLE LOSS AFTER
X1922	23q	2	1	95320685.5	95320685.5	1	DOUBLE LOSS AFTER
