sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2638	1q	4	2	123368309.5	123368309.5	1	TETRAPLOID
X2638	2q	3	1	142544564	142544564	1	LOSS AFTER
X2638	3p	4	2	6330516	6330516	1	TETRAPLOID
X2638	3q	4	2	101190407	105956491	0.96	TETRAPLOID
X2638	4p	3	1	48037306	48037306	1	LOSS AFTER
X2638	4q	3	1	139332294	139332294	1	LOSS AFTER
X2638	5q	2	0	110399500	110491757	1	LOSS BEFORE
X2638	6q	3	1	60096258	65315342	0.92	LOSS AFTER
X2638	7p	3	1	57308936.5	57308936.5	1	LOSS AFTER
X2638	7q	3	1	96716975.5	99328196.5	0.97	LOSS AFTER
X2638	8q	2	1	39662997	41939115	0.95	DOUBLE LOSS AFTER
X2638	9q	3	1	57310185	71260721	0.8	LOSS AFTER
X2638	10q	3	1	31280040	31280040	1	LOSS AFTER
X2638	11q	3	1	68451800	68451800	1	LOSS AFTER
X2638	12p	4	2	35223229.5	35223229.5	1	TETRAPLOID
X2638	12q	4	2	81250409.5	96629014.5	0.84	TETRAPLOID
X2638	14q	4	2	25213200	25213200	1	TETRAPLOID
X2638	15q	3	1	31044400	31932800	0.97	LOSS AFTER
X2638	16p	3	1	29201913.5	29201913.5	1	LOSS AFTER
X2638	16q	2	1	43150882	52873127.5	0.82	DOUBLE LOSS AFTER
X2638	17p	2	0	11895900.5	14165036.5	0.84	LOSS BEFORE
X2638	17q	2	0	58524825.5	58524825.5	1	LOSS BEFORE
X2638	18p	3	1	18113552.5	18113552.5	1	LOSS AFTER
X2638	19p	3	1	21293199	22975836	0.93	LOSS AFTER
X2638	20p	4	2	22184590	22184590	1	TETRAPLOID
X2638	20q	4	2	34035010	35999118	0.95	TETRAPLOID
X2638	22q	1	0	34423863	34423863	1	LOSS BEFORE & AFTER
