sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2120	1p	4	2	123466191.5	123466191.5	1	TETRAPLOID
X2120	1q	4	2	124939567.5	125016634.5	1	TETRAPLOID
X2120	2p	4	2	22857451	22857451	1	TETRAPLOID
X2120	2q	4	2	148112878	148112878	1	TETRAPLOID
X2120	3p	4	2	39926816	39926816	1	TETRAPLOID
X2120	3q	4	2	102308226	105931626	0.97	TETRAPLOID
X2120	4p	3	0	50674706	50674706	1	CNLOH BEFORE & LOSS
X2120	4q	3	0	139332394	139332394	1	CNLOH BEFORE & LOSS
X2120	5q	3	1	107353244	129985707	0.83	LOSS AFTER
X2120	6q	3	1	110135400	110135400	1	LOSS AFTER
X2120	7p	4	2	59828936.5	59828936.5	1	TETRAPLOID
X2120	7q	4	2	95022614.5	98644490.5	0.96	TETRAPLOID
X2120	8p	0	0	254200	254200	1	HOMDEL
X2120	9q	2	0	74901006	74901798	1	LOSS BEFORE
X2120	10q	3	1	33595876	33595876	1	LOSS AFTER
X2120	12q	3	1	85019968	85019968	1	LOSS AFTER
X2120	13q	3	1	96152751	96152751	1	LOSS AFTER
X2120	14q	3	1	88527861	88527861	1	LOSS AFTER
X2120	15q	2	1	82087600	82087600	1	DOUBLE LOSS AFTER
X2120	16p	3	1	30369549	33494662.5	0.91	LOSS AFTER
X2120	16q	2	1	52597000.5	52597000.5	1	DOUBLE LOSS AFTER
X2120	18p	3	0	18113552.5	18113552.5	1	CNLOH BEFORE & LOSS
X2120	20p	4	2	28149490	28149490	1	TETRAPLOID
X2120	21q	4	2	34790716	34790716	1	TETRAPLOID
X2120	22q	2	0	35512765	36766111	0.97	LOSS BEFORE
X2120	23p	3	1	60224860.5	60224860.5	1	LOSS AFTER
X2120	23q	3	1	95518939.5	95518939.5	1	LOSS AFTER
