sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2443	1p	4	0	39575491.5	39575491.5	1	CNLOH BEFORE
X2443	3p	5	2	33644116	33644116	1	GAIN
X2443	4q	2	0	97807602	97807602	1	LOSS BEFORE
X2443	8q	2	0	44178172	54570291	0.81	LOSS BEFORE
X2443	9q	3	0	39429019	39429019	1	CNLOH BEFORE & LOSS
X2443	10q	2	0	54923903	55113641	1	LOSS BEFORE
X2443	11q	4	0	54066016	56252775	0.96	CNLOH BEFORE
X2443	12q	4	2	57477474	66761015	0.86	TETRAPLOID
X2443	13q	5	0	37034171	37034171	1	CNLOH BEFORE & GAIN
X2443	14q	1	0	80656643	84863135	0.95	LOSS BEFORE & AFTER
X2443	15q	3	0	10845600	10845600	1	CNLOH BEFORE & LOSS
X2443	16p	3	1	30250169.5	33460568.5	0.9	LOSS AFTER
X2443	17p	2	0	13388964	15536318.5	0.86	LOSS BEFORE
X2443	18p	4	2	17385752.5	17385752.5	1	TETRAPLOID
X2443	19q	3	0	25947799	30218880	0.86	CNLOH BEFORE & LOSS
X2443	20p	2	0	15386790	17820711	0.86	LOSS BEFORE
X2443	20q	5	2	27796201	32218639	0.86	GAIN
X2443	22q	3	0	32300612	35685794	0.91	CNLOH BEFORE & LOSS
X2443	23q	1	0	87987800	87987800	1	LOSS BEFORE & AFTER
