sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1177	1p	3	1	40082800	40430700	0.99	GAIN
X1177	1q	5	2	91410961	101507711	0.9	AMP
X1177	2p	3	1	3606151	3606151	1	GAIN
X1177	2q	3	1	121413651	139259565	0.87	GAIN
X1177	3p	3	1	92016116	92016116	1	GAIN
X1177	4p	2	1	50674606	50674606	1	DIPLOID
X1177	4q	2	1	139330988	139330988	1	DIPLOID
X1177	5p	0	0	26500	26500	1	HOMDEL
X1177	6p	1	0	46600	46600	1	HETLOSS
X1177	6q	2	0	102748808	102750284	1	CNLOH
X1177	8q	3	1	96196425	98409171	0.98	GAIN
X1177	9q	2	1	62557750	63695482	0.98	DIPLOID
X1177	10q	3	1	46992710	46992710	1	GAIN
X1177	11q	3	1	65614823	65614823	1	GAIN
X1177	12q	2	1	95358067	95811641	1	DIPLOID
X1177	13q	2	0	65053397	72257333	0.9	CNLOH
X1177	14q	2	1	31715714	33344314	0.95	DIPLOID
X1177	15q	2	1	56646700	59347400	0.95	DIPLOID
X1177	16p	3	1	25101136	30829946	0.81	GAIN
X1177	16q	2	1	40914498	42638153	0.96	DIPLOID
X1177	17p	2	0	20226633	23026233.5	0.88	CNLOH
X1177	18p	2	1	14738500	14738500	1	DIPLOID
X1177	18q	3	1	48969975	56613036	0.86	GAIN
X1177	20p	6	0	28149490	28149490	1	AMP (LOH)
X1177	20q	5	2	32273970	35086054	0.92	AMP
X1177	22q	2	1	33494662	34547210	0.97	DIPLOID
X1177	23p	1	0	60224960.5	60224960.5	1	HETLOSS
X1177	23q	1	0	93353257.5	95496857.5	0.98	HETLOSS
