test	cor.val	p_values	FDR
20p	kruskal.test	18.6216667539362	0.000932502943112657	0.0382326206676189
22q	kruskal.test	13.7123225868715	0.0082721304493398	0.169578674211466
20q	kruskal.test	12.6582940420469	0.01307193282001	0.178649748540137
8p	kruskal.test	11.5941455344435	0.0206388362513504	0.20294870333666
8q	kruskal.test	10.5362518956465	0.0323012764890456	0.20294870333666
17p	kruskal.test	10.3690241064294	0.0346497786184542	0.20294870333666
Xq	kruskal.test	10.751699668475	0.0295009608569056	0.20294870333666
2q	kruskal.test	7.52465000565	0.11062723108461	0.412337861315366
3q	kruskal.test	7.65676028833699	0.104992211619031	0.412337861315366
16q	kruskal.test	8.19152265074163	0.0848091158374589	0.412337861315366
18q	kruskal.test	7.99502113076509	0.0917607471406949	0.412337861315366
5p	kruskal.test	7.2925511241535	0.121212555460373	0.41414289782294
2p	kruskal.test	6.63095912880179	0.15672366701129	0.428378023164193
4p	kruskal.test	6.79096715905162	0.147355679689887	0.428378023164193
12p	kruskal.test	6.97952445486345	0.136974228620516	0.428378023164193
10q	kruskal.test	6.34854925722583	0.1745866625574	0.447378322803338
11p	kruskal.test	6.17988620382363	0.186110993599162	0.448855925739156
6p	kruskal.test	5.42503417677282	0.24639804506694	0.459196356715661
6q	kruskal.test	5.62399239831721	0.229043529018788	0.459196356715661
7p	kruskal.test	5.44129730867377	0.244937884849843	0.459196356715661
9p	kruskal.test	5.5883038452381	0.232075852796054	0.459196356715661
12q	kruskal.test	5.66806553163064	0.225346609574994	0.459196356715661
7q	kruskal.test	5.15066793895611	0.272184433083614	0.464981739851174
Xp	kruskal.test	5.17459943016631	0.269847049425864	0.464981739851174
11q	kruskal.test	5.00358218603427	0.286930137972087	0.470565426274223
18p	kruskal.test	4.79667427837872	0.308803259993559	0.48695898691292
4q	kruskal.test	4.2014473764481	0.379428860279187	0.557489558177867
21q	kruskal.test	4.19137965609543	0.380724576316592	0.557489558177867
15q	kruskal.test	3.59200066909492	0.464027996856319	0.656039581762383
1q	kruskal.test	3.15371216948572	0.532439501171338	0.661515743879542
9q	kruskal.test	3.3608011499245	0.49935684261683	0.661515743879542
13q	kruskal.test	3.20538109865169	0.524062245445074	0.661515743879542
16p	kruskal.test	3.19807738659928	0.525241537907393	0.661515743879542
10p	kruskal.test	2.57334629737938	0.63155189644776	0.761577286892887
1p	kruskal.test	1.62162239528457	0.804900769171045	0.891917068540887
3p	kruskal.test	1.64224618155868	0.801179952647088	0.891917068540887
5q	kruskal.test	1.74645602282423	0.782262545053146	0.891917068540887
14q	kruskal.test	1.03045445024564	0.905143473287122	0.951561087301846
19p	kruskal.test	1.13630299951085	0.888470385575581	0.951561087301846
19q	kruskal.test	0.6079843430165	0.962172325842497	0.986226633988559
17q	kruskal.test	0.280532339081286	0.991035966340195	0.991035966340195
