test	cor.val	p_values	FDR
10q	cor.test	0.162671215731243	0.000447395276982974	0.00917160317815098
18p	cor.test	0.164580488894587	0.000382036105966916	0.00917160317815098
11p	cor.test	-0.105931597980377	0.0227769293709142	0.311284701402494
8q	cor.test	-0.0958826384977623	0.0393904522916983	0.403752135989908
4p	cor.test	0.075498114633695	0.105084544796125	0.445260497995657
10p	cor.test	0.0847945479829541	0.0686170439416255	0.445260497995657
14q	cor.test	0.0805577902264644	0.0836936561457854	0.445260497995657
17q	cor.test	0.0799055218799621	0.0862361108970563	0.445260497995657
18q	cor.test	0.0747469231729639	0.108600121462355	0.445260497995657
19q	cor.test	0.0766692070260357	0.0997841060253657	0.445260497995657
4q	cor.test	0.0672611923798995	0.148895697936037	0.508726967948128
21q	cor.test	-0.0685266448929877	0.141382155046879	0.508726967948128
6p	cor.test	0.062773302060152	0.178001330272854	0.561388810860538
2p	cor.test	0.0452097830729794	0.332240515116802	0.801285948222875
3q	cor.test	-0.0491223127230804	0.292056944538469	0.801285948222875
9q	cor.test	-0.0489616679290241	0.293639884279866	0.801285948222875
12q	cor.test	-0.0467662709330674	0.315847028058147	0.801285948222875
1p	cor.test	0.0432136206369233	0.354052035635798	0.806451858948206
19p	cor.test	0.0386589065993544	0.407104064260849	0.878487717615516
12p	cor.test	-0.0351116075157018	0.451520168242615	0.925616344897361
1q	cor.test	0.0277947545719558	0.551227122999806	0.92823713738492
2q	cor.test	-0.016967662023814	0.716048982732929	0.92823713738492
3p	cor.test	0.0258231868923373	0.579827253152876	0.92823713738492
6q	cor.test	-0.0166815554441916	0.720635195358829	0.92823713738492
7p	cor.test	0.0205879452991724	0.658945805714578	0.92823713738492
8p	cor.test	-0.0139746136832452	0.764502230336565	0.92823713738492
9p	cor.test	0.0196497600677015	0.673571006894696	0.92823713738492
11q	cor.test	-0.0196129694774744	0.674147088354487	0.92823713738492
13q	cor.test	-0.0197204622819447	0.672464459817677	0.92823713738492
15q	cor.test	-0.0122779035597898	0.7923975563042	0.92823713738492
16p	cor.test	-0.0161522861674805	0.729145591212286	0.92823713738492
17p	cor.test	-0.0176625873047953	0.704952236729603	0.92823713738492
20q	cor.test	-0.0294666008770488	0.527529334912299	0.92823713738492
Xp	cor.test	-0.0133330565228391	0.775016343020409	0.92823713738492
Xq	cor.test	0.0205036875392587	0.660254088447825	0.92823713738492
5p	cor.test	-0.00837457200958308	0.857529322408858	0.95086106213336
5q	cor.test	0.00423480818453005	0.927669328910595	0.95086106213336
7q	cor.test	0.00566829704319349	0.903289985052742	0.95086106213336
16q	cor.test	0.00683900151023489	0.883445969765939	0.95086106213336
22q	cor.test	0.00473066772941621	0.919227411960271	0.95086106213336
20p	cor.test	0.00102817833268292	0.982416053618693	0.982416053618693
