sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1032	2p	4	2	8411751	8411751	1	TETRAPLOID
X1032	3q	4	2	99596400	99596400	1	TETRAPLOID
X1032	6p	3	1	14939511	14939511	1	LOSS AFTER
X1032	7p	1	0	20735900	20735900	1	LOSS BEFORE & AFTER
X1032	8q	5	2	54145200	66391152	0.82	GAIN
X1032	9q	2	0	45564500	45564500	1	LOSS BEFORE
X1032	10q	3	0	61324962	61376262	1	CNLOH BEFORE & LOSS
X1032	11q	3	1	60494698	60494698	1	LOSS AFTER
X1032	12p	1	0	19133500	19133500	1	LOSS BEFORE & AFTER
X1032	12q	2	0	86782500	93506533	0.93	LOSS BEFORE
X1032	14q	2	1	50325200	50325200	1	DOUBLE LOSS AFTER
X1032	15q	2	1	10697600	10697600	1	DOUBLE LOSS AFTER
X1032	16p	2	0	37271413.5	37271413.5	1	LOSS BEFORE
X1032	16q	2	0	52934186.5	52934186.5	1	LOSS BEFORE
X1032	18p	2	0	10928852.5	10928852.5	1	LOSS BEFORE
X1032	20p	4	2	18828090	18828090	1	TETRAPLOID
X1032	21q	3	1	34790816	34790816	1	LOSS AFTER
