sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1237	2p	4	1	25115451	25115451	1	CNLOH AFTER
X1237	3p	1	0	16522600	16522600	1	LOSS BEFORE & AFTER
X1237	4q	2	0	120546230	120623830	1	LOSS BEFORE
X1237	5p	2	0	26687453.5	26718353.5	1	LOSS BEFORE
X1237	5q	2	0	131118036.5	131118036.5	1	LOSS BEFORE
X1237	6p	3	0	7782211	7799911	1	CNLOH BEFORE & LOSS
X1237	7p	0	0	76800	76800	1	HOMDEL
X1237	9p	2	1	43741696.5	44318796.5	0.99	DOUBLE LOSS AFTER
X1237	9q	2	1	93577553.5	93577553.5	1	DOUBLE LOSS AFTER
X1237	11q	2	0	46259601	46259601	1	LOSS BEFORE
X1237	13q	3	0	96152751	96152751	1	CNLOH BEFORE & LOSS
X1237	14q	6	3	17256477	17796034	0.97	AMP (BALANCED)
X1237	15q	3	0	60884916	60884916	1	CNLOH BEFORE & LOSS
X1237	16p	3	0	28500773	28843052	0.99	CNLOH BEFORE & LOSS
X1237	16q	2	0	38764634	43652569	0.89	LOSS BEFORE
X1237	18p	3	1	18113652.5	18113652.5	1	LOSS AFTER
X1237	23p	1	0	186700	186700	1	LOSS BEFORE & AFTER
X1237	23q	2	0	55346098	55346098	1	LOSS BEFORE
