sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3080	1p	2	1	31145991.5	31145991.5	1	DIPLOID
X3080	2p	2	1	42219251	46829951	0.9	DIPLOID
X3080	3p	2	1	39373316	39373316	1	DIPLOID
X3080	4p	1	0	47812300	47812300	1	HETLOSS
X3080	4q	1	0	125644500	125722100	1	HETLOSS
X3080	6p	1	0	31800	31800	1	HETLOSS
X3080	6q	1	0	110458300	110458300	1	HETLOSS
X3080	7p	2	1	51097636.5	59513736.5	0.86	DIPLOID
X3080	8p	1	0	24865000	28305100	0.88	HETLOSS
X3080	9p	1	0	39620300	44333596.5	0.89	HETLOSS
X3080	9q	2	1	84173103.5	93757283.5	0.9	DIPLOID
X3080	10p	2	1	19808901.5	19808901.5	1	DIPLOID
X3080	10q	2	1	89237798.5	92669481.5	0.96	DIPLOID
X3080	11p	1	0	21485700	21485700	1	HETLOSS
X3080	13q	1	0	36665100	36665100	1	HETLOSS
X3080	14q	1	0	28440738.5	34580371.5	0.82	HETLOSS
X3080	15q	4	1	13828555	13828555	1	GAIN
X3080	16p	2	1	35043813.5	35043813.5	1	DIPLOID
X3080	17p	1	0	24500000.5	24500000.5	1	HETLOSS
X3080	18p	1	0	17990352.5	17990352.5	1	HETLOSS
X3080	18q	1	0	54280060.5	61551560.5	0.88	HETLOSS
X3080	19q	2	1	32754273	32754273	1	DIPLOID
X3080	20q	2	1	33978298	36090298	0.94	DIPLOID
X3080	21q	2	1	34790816	34790816	1	DIPLOID
X3080	22q	1	0	33531706	36772560	0.91	HETLOSS
X3080	23p	1	0	40242360.5	40242360.5	1	HETLOSS
X3080	23q	1	0	95511720.5	95511720.5	1	HETLOSS
