sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1283	2q	2	1	144899429	145566529	1	DIPLOID
X1283	4p	1	0	27146400	27225500	1	HETLOSS
X1283	6p	1	0	601400	601400	1	HETLOSS
X1283	7p	2	1	16410736.5	16410736.5	1	DIPLOID
X1283	8p	1	0	41662300	41662300	1	HETLOSS
X1283	9p	2	1	4644596.5	4644596.5	1	DIPLOID
X1283	9q	2	1	82627555.5	92116370.5	0.9	DIPLOID
X1283	10p	1	0	21660900	21660900	1	HETLOSS
X1283	11p	1	0	14262900	14262900	1	HETLOSS
X1283	11q	2	1	60787598	60787598	1	DIPLOID
X1283	12p	1	0	21921700	21921700	1	HETLOSS
X1283	12q	1	0	94320600	94320600	1	HETLOSS
X1283	13q	1	0	34488109	34488109	1	HETLOSS
X1283	15q	1	0	59290787	61360387	0.97	HETLOSS
X1283	16p	1	0	30770459.5	35683059.5	0.86	HETLOSS
X1283	16q	1	0	43806885.5	52355609.5	0.84	HETLOSS
X1283	17p	1	0	23520945.5	24565010.5	0.96	HETLOSS
X1283	17q	1	0	58525066.5	58525066.5	1	HETLOSS
X1283	18p	1	0	18113452.5	18113452.5	1	HETLOSS
X1283	18q	1	0	61007847.5	61007847.5	1	HETLOSS
X1283	20p	1	0	26120752	26120752	1	HETLOSS
X1283	21q	2	0	33570015	34662623	0.97	CNLOH
