sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2316	2p	1	0	28389700	28389700	1	HETLOSS
X2316	3p	1	0	85774900	85774900	1	HETLOSS
X2316	4p	1	0	24546100	24546100	1	HETLOSS
X2316	4q	1	0	81234192	94689592	0.86	HETLOSS
X2316	6q	1	0	107488010	108073415	0.99	HETLOSS
X2316	7p	1	0	40384900	40384900	1	HETLOSS
X2316	10q	2	1	63763430	65047892	0.98	DIPLOID
X2316	11p	1	0	15726400	15726400	1	HETLOSS
X2316	12p	1	0	35717329.5	35717329.5	1	HETLOSS
X2316	13q	1	0	96150500	96150500	1	HETLOSS
X2316	16p	1	0	35008313.5	35008313.5	1	HETLOSS
X2316	16q	1	0	51436499.5	52874212.5	0.97	HETLOSS
X2316	17p	1	0	24499421.5	24499421.5	1	HETLOSS
X2316	17q	1	0	56464437.5	58324295.5	0.97	HETLOSS
X2316	18p	1	0	18113452.5	18113452.5	1	HETLOSS
X2316	19q	2	1	32736893	32736893	1	DIPLOID
X2316	21q	1	0	34412516	34782116	0.99	HETLOSS
X2316	23p	1	0	60224660.5	60224660.5	1	HETLOSS
X2316	23q	1	0	95517139.5	95517139.5	1	HETLOSS
