sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1582	1p	2	1	68332788.5	83947988.5	0.81	DIPLOID
X1582	1q	2	1	103656461.5	119925258.5	0.86	DIPLOID
X1582	2p	2	1	34678251	43231051	0.8	DIPLOID
X1582	3p	2	1	32461816	40446916	0.8	DIPLOID
X1582	4q	2	1	139332294	139332294	1	DIPLOID
X1582	6q	1	0	77547700	77547700	1	HETLOSS
X1582	7p	1	0	23808500	23808500	1	HETLOSS
X1582	8p	1	0	37432300	37432300	1	HETLOSS
X1582	9p	2	1	4262596.5	4262596.5	1	DIPLOID
X1582	10q	2	1	65750362	65750362	1	DIPLOID
X1582	11p	1	0	23677300	23677300	1	HETLOSS
X1582	12q	2	1	63098900	75354632	0.84	DIPLOID
X1582	17p	1	0	24576964.5	24576964.5	1	HETLOSS
X1582	18p	2	1	18113652.5	18113652.5	1	DIPLOID
X1582	18q	2	1	62086247.5	62086247.5	1	DIPLOID
X1582	19p	2	1	21024786	24665988	0.85	DIPLOID
X1582	20p	2	1	28149490	28149490	1	DIPLOID
X1582	21q	2	1	34115427	34115427	1	DIPLOID
X1582	23p	2	1	57756960.5	57756960.5	1	DIPLOID
X1582	23q	2	1	95501226.5	95501226.5	1	DIPLOID
