sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1499	1p	1	0	58429700	65371791.5	0.89	HETLOSS
X1499	2p	1	0	38052700	38052700	1	HETLOSS
X1499	2q	2	1	140772136	140772136	1	DIPLOID
X1499	3p	2	1	25833916	25833916	1	DIPLOID
X1499	3q	2	1	105101641	105101641	1	DIPLOID
X1499	4p	1	0	28634900	28634900	1	HETLOSS
X1499	5p	1	0	351800	351800	1	HETLOSS
X1499	5q	1	0	125388584	125975699	1	HETLOSS
X1499	6q	1	0	76525234	76525234	1	HETLOSS
X1499	8p	1	0	39786800	39833000	1	HETLOSS
X1499	8q	5	2	42275227	45335350	0.93	AMP
X1499	9p	2	1	44020096.5	44020096.5	1	DIPLOID
X1499	9q	2	1	93003821.5	93764721.5	0.99	DIPLOID
X1499	10q	1	0	91461177	91461177	1	HETLOSS
X1499	11q	2	1	55853898	57063933	0.98	DIPLOID
X1499	12q	1	0	94042240	94042240	1	HETLOSS
X1499	13q	1	0	14023031	14023031	1	HETLOSS
X1499	14q	1	0	52386842	53383729	0.98	HETLOSS
X1499	15q	1	0	80333200	80333200	1	HETLOSS
X1499	16q	2	1	52036186.5	52751186.5	0.99	DIPLOID
X1499	17p	1	0	20723500	24572656.5	0.84	HETLOSS
X1499	17q	1	0	55793749	58451861.5	0.95	HETLOSS
X1499	18p	1	0	18113052.5	18113052.5	1	HETLOSS
X1499	18q	1	0	62085993.5	62085993.5	1	HETLOSS
X1499	19q	2	1	29954106	32725545	0.92	DIPLOID
X1499	20p	2	1	27321090	27321090	1	DIPLOID
X1499	20q	2	1	35505310	36090680	0.98	DIPLOID
X1499	22q	2	1	33335400	34173358	0.98	DIPLOID
X1499	23p	2	1	60197560.5	60197560.5	1	DIPLOID
