sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1552	2p	4	2	31957851	31957851	1	TETRAPLOID
X1552	3p	1	0	23300	23300	1	LOSS BEFORE & AFTER
X1552	4q	2	0	120718000	120795500	1	LOSS BEFORE
X1552	6q	2	0	101257400	101257400	1	LOSS BEFORE
X1552	7p	0	0	70700	70700	1	HOMDEL
X1552	7q	6	3	59545961	62806121	0.95	AMP (BALANCED)
X1552	8p	1	0	32561600	32561600	1	LOSS BEFORE & AFTER
X1552	10q	4	2	31330950	37428093	0.84	TETRAPLOID
X1552	12q	2	0	57904246	57904246	1	LOSS BEFORE
X1552	13q	2	0	76543400	76543400	1	LOSS BEFORE
X1552	14q	4	0	30708322	30708322	1	CNLOH BEFORE
X1552	15q	3	1	24981355	24981355	1	LOSS AFTER
X1552	16p	4	2	34275113.5	34275113.5	1	TETRAPLOID
X1552	17p	2	0	24518237.5	24518237.5	1	LOSS BEFORE
X1552	18p	5	2	7675692.5	7675692.5	1	GAIN
X1552	19q	3	1	25568904	28756947	0.89	LOSS AFTER
X1552	20p	4	2	28149690	28149690	1	TETRAPLOID
X1552	20q	4	2	36090510	36090510	1	TETRAPLOID
X1552	23p	2	1	60224860.5	60224860.5	1	DOUBLE LOSS AFTER
