sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2716	1p	2	0	65483425	76059725	0.86	CNLOH
X2716	2p	1	0	41422000	41682200	0.99	HETLOSS
X2716	2q	2	1	134677002	143257290	0.94	DIPLOID
X2716	3p	1	0	62321700	63069016	0.99	HETLOSS
X2716	4p	1	0	48600600	48600600	1	HETLOSS
X2716	5p	1	0	22700	22700	1	HETLOSS
X2716	8p	1	0	20388500	20388500	1	HETLOSS
X2716	9q	4	2	53510166	66704903	0.8	TETRAPLOID
X2716	12q	1	0	67286922	70010622	0.96	HETLOSS
X2716	15q	1	0	46594912	47419912	0.98	HETLOSS
X2716	17p	1	0	23238021.5	23238021.5	1	HETLOSS
X2716	23q	2	1	90224939.5	94187039.5	0.96	DIPLOID
