sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2556	1q	5	1	125448008.5	125448008.5	1	LOSS & GAIN
X2556	2p	4	1	93125151	93125151	1	CNLOH AFTER
X2556	2q	3	1	126988717	147806866	0.86	LOSS AFTER
X2556	3p	3	1	77200616	77200616	1	LOSS AFTER
X2556	4p	3	1	7140206	7140206	1	LOSS AFTER
X2556	5q	3	1	130882188	130882188	1	LOSS AFTER
X2556	6q	2	0	82817799	90231817	0.92	LOSS BEFORE
X2556	8p	1	0	26089100	26089100	1	LOSS BEFORE & AFTER
X2556	8q	4	1	44923657	46031289	0.98	CNLOH AFTER
X2556	9p	2	0	1344196.5	1344196.5	1	LOSS BEFORE
X2556	9q	2	0	93506449.5	93635049.5	1	LOSS BEFORE
X2556	10q	4	0	83034762	83034762	1	CNLOH BEFORE
X2556	11q	2	0	51152846	51152846	1	LOSS BEFORE
X2556	12p	4	2	1810429.5	1810429.5	1	TETRAPLOID
X2556	12q	4	2	97253512.5	97253512.5	1	TETRAPLOID
X2556	13q	2	0	63047300	63047300	1	LOSS BEFORE
X2556	14q	3	1	88527846	88527846	1	LOSS AFTER
X2556	15q	4	1	16911855	17520255	0.97	CNLOH AFTER
X2556	16p	2	0	30581113.5	30704313.5	1	LOSS BEFORE
X2556	17p	3	0	23163125.5	23312650.5	0.99	CNLOH BEFORE & LOSS
X2556	18p	3	1	18113652.5	18113652.5	1	LOSS AFTER
X2556	18q	3	1	62086147.5	62086147.5	1	LOSS AFTER
X2556	20p	4	1	25677320	25677320	1	CNLOH AFTER
X2556	20q	4	1	32983860	32983860	1	CNLOH AFTER
X2556	21q	2	1	34790816	34790816	1	DOUBLE LOSS AFTER
X2556	22q	2	0	34598411	34598411	1	LOSS BEFORE
X2556	23q	2	1	78766672	81845672	0.96	DOUBLE LOSS AFTER
