exp.Coef	lower.95	upper.95	p_val	FDR
1p	3.3088995901487	0.430413949331324	25.4378755955654	0.25019303226642	0.680058488144828
1q	2.89770701297685	1.37032372263956	6.12753453387002	0.00536085009833206	0.189916507042258
2p	1.45209353203926	0.226456702687901	9.31116456595347	0.694000221647171	0.898471940720839
2q	1.05156174642464	0.102818347842838	10.7547157656519	0.966194527946392	0.976936037318332
3p	4.37813782253289	0.835871793655929	22.9318550267809	0.0805048711854222	0.628617703458278
3q	1.37742215920031	0.613517008292812	3.09248444462119	0.437742524197169	0.795895498540308
4p	0.954329106923558	0.103819455928955	8.77238313543806	0.967055381311163	0.976936037318332
4q	0.246023799119276	0.0457987475556602	1.32160185514945	0.102074616353776	0.628617703458278
5p	1.11826128075037	0.502824795944762	2.48696623975328	0.784017305474695	0.925235628723208
5q	1.57012193505731	0.447888577043237	5.50423256431948	0.480851160348757	0.801542612041248
6p	1.6108158428339	0.567771335316771	4.57002232787439	0.370218805063327	0.730083016487722
6q	3.57030101831553	0.941140075037496	13.544263706842	0.0613743001127088	0.628617703458278
7p	0.744941976885404	0.328486685945656	1.68937912149578	0.480925567224748	0.801542612041248
7q	0.575433301513441	0.221839320056602	1.49262756668283	0.25580835258231	0.680058488144828
8p	0.789092631912449	0.384512984769422	1.61936581182533	0.518417780024492	0.829468448039187
8q	1.22492434935515	0.785879043405108	1.90925012472903	0.370297647198455	0.730083016487722
9p	1.02272444200019	0.287740934799131	3.63509378668968	0.972296800079173	0.976936037318332
9q	0.535891918468003	0.169145016960901	1.69783392640944	0.289024857461552	0.680058488144828
10p	1.85733508071996	0.642192040022536	5.37174768150657	0.253187458368624	0.680058488144828
10q	2.30910834241361	0.509348721026297	10.4682334850289	0.277845962113093	0.680058488144828
11p	0.483110505442534	0.143604309161057	1.62526989498051	0.239862101253302	0.680058488144828
11q	0.887492048695584	0.372571947295614	2.11406720826713	0.7875315084299	0.925235628723208
12p	3.8991822226268	1.39441138195806	10.9032543781303	0.00949582535211291	0.189916507042258
12q	0.261682939634655	0.0460146267339302	1.48817812413852	0.130614285735354	0.628617703458278
13q	1.17939355440297	0.345550582847207	4.02537059757275	0.792216823864286	0.925235628723208
14q	1.10642949669097	0.423232373693838	2.89246831584156	0.8365739595246	0.929526621694
15q	3.54469858359545	0.905949477158292	13.8693032728007	0.0690549747408171	0.628617703458278
16p	0.74826112090741	0.258713367743181	2.16415065810364	0.59251362358305	0.87725957103382
16q	0.622322774931019	0.22987760262718	1.68474715140453	0.350603276340884	0.730083016487722
17p	2.65665044166138	0.771388502545305	9.14946430481062	0.121483677753512	0.628617703458278
17q	0.737757274490722	0.209369094692446	2.59964727298225	0.63601318899952	0.87725957103382
18q	0.80001672147312	0.260910327614152	2.45305258894583	0.69631575405865	0.898471940720839
19p	3.48727547103227	0.61789503299809	19.6814823900696	0.15715442586457	0.628617703458278
19q	1.8044652643266	0.478695859171804	6.80201181559138	0.383293583656054	0.730083016487722
20p	0.703842009970237	0.200122989755863	2.47544560274305	0.584147724580632	0.87725957103382
20q	0.844788066016549	0.214255174169039	3.33092014814506	0.809581175132807	0.925235628723208
21q	1.78245081210144	0.621658929828754	5.11072992780183	0.282169173408919	0.680058488144828
22q	1.85644364500332	0.809699025896387	4.25637538992694	0.143921541960289	0.628617703458278
Xp	0.639941000159786	0.111292872826189	3.67970089445962	0.616961582203963	0.87725957103382
Xq	0.985444810310018	0.364702255968309	2.66272406675579	0.976936037318332	0.976936037318332
