sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2797	3p	1	0	13248300	13248300	1	HETLOSS
X2797	5p	1	0	3283453.5	3283453.5	1	HETLOSS
X2797	7p	1	0	5643500	5643500	1	HETLOSS
X2797	8p	1	0	32550900	32550900	1	HETLOSS
X2797	8q	4	1	62876537	77503016	0.81	GAIN
X2797	10q	2	1	73136065	84106685	0.87	DIPLOID
X2797	11p	1	0	4601300	4601300	1	HETLOSS
X2797	11q	2	1	40330398	40330398	1	DIPLOID
X2797	12q	2	0	69617400	69617400	1	CNLOH
X2797	13q	3	0	30792500	30792500	1	CNLOH & GAIN
X2797	14q	4	2	21051000	25582975	0.82	TETRAPLOID
X2797	15q	2	0	65075983	65396621	1	CNLOH
X2797	16p	3	1	35252013.5	35252013.5	1	GAIN
X2797	17p	2	0	12745221.5	14395321.5	0.89	CNLOH
X2797	17q	3	0	51857327	57888342.5	0.9	CNLOH & GAIN
X2797	18p	2	1	18113452.5	18113452.5	1	DIPLOID
X2797	20p	3	1	14245300	17057190	0.84	GAIN
X2797	23p	1	0	922500	922500	1	HETLOSS
X2797	23q	2	1	78292000	84387290	0.93	DIPLOID
