sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1471	1q	2	0	109692445.5	124481344.5	0.88	CNLOH
X1471	2p	2	1	7743851	7743851	1	DIPLOID
X1471	3q	2	1	97445095	100412936	0.97	DIPLOID
X1471	4p	1	0	1899706	1899706	1	HETLOSS
X1471	4q	1	0	123266869	137710469	0.9	HETLOSS
X1471	6q	1	0	77534015	77534015	1	HETLOSS
X1471	7p	1	0	44131436.5	44131436.5	1	HETLOSS
X1471	8p	1	0	37586500	37604600	1	HETLOSS
X1471	9p	2	1	30509696.5	30509696.5	1	DIPLOID
X1471	9q	2	1	88058512.5	93760112.5	0.94	DIPLOID
X1471	10p	1	0	29811800	29811800	1	HETLOSS
X1471	10q	1	0	73960899	73960899	1	HETLOSS
X1471	11p	1	0	20710800	20710800	1	HETLOSS
X1471	11q	1	0	34399194	34399194	1	HETLOSS
X1471	12p	0	0	7000	7000	1	HOMDEL
X1471	12q	3	1	27625984	34531837	0.8	GAIN
X1471	13q	1	0	93395022	93395022	1	HETLOSS
X1471	14q	1	0	72987172	72987172	1	HETLOSS
X1471	15q	2	1	28698772	35752672	0.8	DIPLOID
X1471	16q	1	0	43744317	43832317	1	HETLOSS
X1471	18p	2	1	18113652.5	18113652.5	1	DIPLOID
X1471	18q	2	1	57266327.5	62086127.5	0.92	DIPLOID
X1471	20p	2	1	25232586	28146376	0.9	DIPLOID
X1471	21q	2	0	23281728	26292052	0.89	CNLOH
X1471	23p	1	0	50529400	50529400	1	HETLOSS
