sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3056	1p	1	0	74117900	76510091.5	0.97	HETLOSS
X3056	1q	2	1	103398083.5	125407501.5	0.82	DIPLOID
X3056	2q	2	1	116852865	142755239	0.82	DIPLOID
X3056	4p	1	0	50600406	50600406	1	HETLOSS
X3056	5q	1	0	116811271	127709108	0.91	HETLOSS
X3056	6q	2	1	90670978	110835178	0.82	DIPLOID
X3056	7p	1	0	8065300	8065300	1	HETLOSS
X3056	7q	2	1	60153875	60153875	1	DIPLOID
X3056	8p	1	0	35895900	35895900	1	HETLOSS
X3056	9p	1	0	40873700	40873700	1	HETLOSS
X3056	9q	1	0	51833335	53808411	0.96	HETLOSS
X3056	10q	1	0	75463662	75463662	1	HETLOSS
X3056	11p	1	0	48085300	48085300	1	HETLOSS
X3056	11q	2	0	64035163	64035163	1	CNLOH
X3056	12p	1	0	35964729.5	35964729.5	1	HETLOSS
X3056	12q	1	0	97234725.5	97234725.5	1	HETLOSS
X3056	13q	1	0	96152900	96152900	1	HETLOSS
X3056	14q	1	0	88498372	88498372	1	HETLOSS
X3056	15q	1	0	55760800	61297000	0.91	HETLOSS
X3056	16p	2	1	37271313.5	37271313.5	1	DIPLOID
X3056	17p	1	0	13162879.5	13162879.5	1	HETLOSS
X3056	18p	2	1	18113452.5	18113452.5	1	DIPLOID
X3056	20q	2	1	36090710	36090710	1	DIPLOID
X3056	21q	1	0	34790716	34790716	1	HETLOSS
X3056	23p	2	1	60224960.5	60224960.5	1	DIPLOID
