sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X987	2q	4	2	130169636	143233224	0.91	TETRAPLOID
X987	3q	5	1	99106659	103667952	0.96	LOSS & GAIN
X987	4p	0	0	96700	96700	1	HOMDEL
X987	5p	3	1	26687553.5	26707953.5	1	LOSS AFTER
X987	5q	3	1	116886739.5	132776631.5	0.88	LOSS AFTER
X987	6p	1	0	125600	125600	1	LOSS BEFORE & AFTER
X987	6q	3	1	81461000	81461000	1	LOSS AFTER
X987	7p	1	0	83300	83300	1	LOSS BEFORE & AFTER
X987	8p	1	0	32863800	32863800	1	LOSS BEFORE & AFTER
X987	9p	3	1	8907596.5	8907596.5	1	LOSS AFTER
X987	9q	3	1	86984062.5	93059754.5	0.93	LOSS AFTER
X987	10q	4	2	32642058	33140429	0.98	TETRAPLOID
X987	11q	3	1	79148198	79324598	1	LOSS AFTER
X987	12q	3	1	59101100	59101100	1	LOSS AFTER
X987	14q	4	2	81277476	81983325	0.99	TETRAPLOID
X987	15q	4	2	13987000	14129500	0.99	TETRAPLOID
X987	16p	5	1	30030379	31655714	0.95	LOSS & GAIN
X987	17q	3	0	57968703.5	58167655.5	1	CNLOH BEFORE & LOSS
X987	18p	4	2	15278603	15278603	1	TETRAPLOID
X987	20p	6	1	23789700	27989593	0.85	AMP
X987	21q	4	2	34790916	34790916	1	TETRAPLOID
X987	22q	2	0	33633506	34210406	0.98	LOSS BEFORE
X987	23p	3	1	13329860.5	13329860.5	1	LOSS AFTER
X987	23q	3	1	94144139.5	94144139.5	1	LOSS AFTER
