sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2415	1p	4	2	65393568	65595068	1	TETRAPLOID
X2415	1q	4	2	87761241	95250549	0.92	TETRAPLOID
X2415	2p	4	2	30933351	30933351	1	TETRAPLOID
X2415	2q	4	2	125132089	142091082	0.88	TETRAPLOID
X2415	3p	4	2	30045916	30045916	1	TETRAPLOID
X2415	3q	4	2	104387665	104387665	1	TETRAPLOID
X2415	4q	2	0	121392600	121453700	1	LOSS BEFORE
X2415	5q	4	2	64997934	68128463	0.95	TETRAPLOID
X2415	6p	1	0	16100	16100	1	LOSS BEFORE & AFTER
X2415	6q	2	0	90346337	90346337	1	LOSS BEFORE
X2415	7q	4	2	59773431	61235735	0.98	TETRAPLOID
X2415	8p	1	0	45000	45000	1	LOSS BEFORE & AFTER
X2415	9q	2	0	74074584	74074584	1	LOSS BEFORE
X2415	10q	4	2	58768346	64316284	0.91	TETRAPLOID
X2415	11q	4	2	56359751	56438851	1	TETRAPLOID
X2415	12q	4	2	31157816	38683685	0.81	TETRAPLOID
X2415	13q	4	2	6035872	6035872	1	TETRAPLOID
X2415	14q	2	1	83701478	88517337	0.95	DOUBLE LOSS AFTER
X2415	15q	4	2	10525552	10597686	0.99	TETRAPLOID
X2415	16p	4	2	35669418	35669418	1	TETRAPLOID
X2415	16q	2	0	42660979	43705216	0.98	LOSS BEFORE
X2415	17q	2	0	47043742	52742981.5	0.89	LOSS BEFORE
X2415	18q	3	0	61873186.5	61873186.5	1	CNLOH BEFORE & LOSS
X2415	20p	4	2	22021890	22021890	1	TETRAPLOID
X2415	20q	4	2	35207659	36038117	0.98	TETRAPLOID
X2415	21q	2	0	31311854	31642363	0.99	LOSS BEFORE
X2415	22q	2	0	35761677	36247093	0.99	LOSS BEFORE
X2415	23p	2	1	11260260.5	11260260.5	1	DOUBLE LOSS AFTER
