HR	lower_CI	upper_CI	z_scores	p_values	FDR
3q	1.25505673414264	1.07095416641333	1.47080748674062	2.80693403618581	0.00500154823799816	0.205063477757925
3p	1.19325492793942	0.960838123100717	1.48189095417737	1.59852857093224	0.109925392111714	0.644529009962157
4q	1.21762505290668	0.974337019425469	1.52166112947268	1.7313632113076	0.0833870037906542	0.644529009962157
10q	1.19276795428108	0.947211670348964	1.50198254233473	1.49883672642918	0.133915994310498	0.644529009962157
11q	1.18984985948789	0.981704804897949	1.4421266770417	1.77176041728694	0.0764343357659067	0.644529009962157
13q	1.13912214587192	0.959708756313429	1.35207609045934	1.48964789696225	0.136316841088352	0.644529009962157
16p	0.865242796421517	0.719618258616423	1.04033643920974	-1.53940165607528	0.123706269999668	0.644529009962157
19q	1.11244819674651	0.975173786780335	1.26904661222536	1.585843677427	0.112774774912179	0.644529009962157
20p	1.1067928570568	0.96677201458785	1.26709338908014	1.47029461898732	0.141481977796571	0.644529009962157
4p	1.1484210501075	0.937100430311039	1.40739547829709	1.33381723325915	0.182263761726924	0.665159046151681
8q	1.07296632738413	0.957397483646867	1.20248565445867	1.21121487682805	0.225813062559609	0.665159046151681
17q	1.1406012912197	0.944805837071155	1.37697212960176	1.36909815351478	0.17096859544016	0.665159046151681
19p	1.08241815739456	0.955561434680074	1.22611589892147	1.24524400749192	0.213042070647998	0.665159046151681
20q	1.08921227009937	0.948172923938283	1.25123101428304	1.20779148088509	0.227127479173745	0.665159046151681
17p	1.13555788929615	0.894323743571462	1.44186233364796	1.04332740028076	0.296796684960573	0.760541505211469
18p	0.916685400365932	0.780806185377935	1.07621089456062	-1.06271436557025	0.2879115041642	0.760541505211469
16q	0.900144503864968	0.728100934178352	1.11284039039542	-0.972055448497895	0.331022964326538	0.798349502199298
5q	1.06604218887916	0.863631132000236	1.31589275370167	0.59528844720834	0.551650676957109	0.852707511239527
6p	0.94699772344055	0.811047859816614	1.10573584203078	-0.68875997878692	0.490974324699163	0.852707511239527
6q	1.05560705844993	0.883902461597053	1.26066654440125	0.597469036086939	0.5501942739733	0.852707511239527
9q	1.08103256849937	0.857250376915117	1.36323231301659	0.658414242475154	0.510271986007059	0.852707511239527
12q	1.05418939714719	0.882155518968997	1.25977252441428	0.580556951432709	0.561539092767494	0.852707511239527
14q	1.10160483645597	0.867181975280044	1.39939856950012	0.792654111665634	0.42797937273593	0.852707511239527
15q	0.920152535139106	0.734909555004933	1.1520882837307	-0.725559646582888	0.468108766809079	0.852707511239527
18q	0.941955679516101	0.795300082206267	1.11565498611695	-0.692513360646085	0.488614998432021	0.852707511239527
22q	1.07383198520281	0.870375176278913	1.3248483686937	0.664630170589739	0.506287067048091	0.852707511239527
Xq	0.913677707089945	0.68585568642959	1.21717581256628	-0.616924181238931	0.537284736237818	0.852707511239527
9p	1.0489816102071	0.883283497501238	1.24576358741622	0.545138722666988	0.585658112221115	0.857570807180919
1p	0.953226758087787	0.745686855507948	1.21852926013508	-0.382358873735722	0.702195191042447	0.899687588523135
7p	0.961096796220025	0.800974648911868	1.15322882310852	-0.42674043968632	0.669568392273883	0.899687588523135
21q	1.04140307345345	0.857439798443829	1.26483557605629	0.409076969858777	0.682483176645851	0.899687588523135
Xp	0.945727782803233	0.722638260839647	1.23768846411024	-0.406499195416169	0.684375848033763	0.899687588523135
2p	1.04191141315407	0.813284298751202	1.33480923525465	0.32482790215963	0.745311325807087	0.915498181711451
8p	1.02315733704313	0.883837164686487	1.18443869320264	0.306539888309145	0.759193614102179	0.915498181711451
10p	1.01877401767668	0.866685388862694	1.19755162880393	0.225478930019057	0.821606714776656	0.951154341126201
11p	0.977874607332353	0.792065907641837	1.20727169095353	-0.208088444950072	0.835159909281542	0.951154341126201
1q	0.989134118949545	0.806469045878233	1.21317279351329	-0.104882548896902	0.916469006548374	0.989710871389783
2q	1.00212845425471	0.725408192897362	1.38440873519196	0.012895867776715	0.989710871389783	0.989710871389783
5p	1.00282664930373	0.876628982906258	1.14719146658797	0.0411342649416183	0.967188858237669	0.989710871389783
7q	0.991327836486587	0.812344903735306	1.20974585410016	-0.0857333945973078	0.931678354801951	0.989710871389783
12p	0.99844736883486	0.882744749286259	1.12931529656709	-0.0247266451705933	0.980273001802484	0.989710871389783
