sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X935	1p	5	2	25708997	30475076.5	0.84	GAIN
X935	2q	5	2	126990280	140380866	0.9	GAIN
X935	3p	3	1	2817916	2817916	1	LOSS AFTER
X935	3q	4	1	86902000	105881284	0.82	CNLOH AFTER
X935	4q	2	0	95278134	107667648	0.88	LOSS BEFORE
X935	5p	3	1	48132453.5	48132453.5	1	LOSS AFTER
X935	5q	3	1	131613631.5	132331067.5	0.99	LOSS AFTER
X935	6p	4	1	59086011	59086011	1	CNLOH AFTER
X935	6q	4	1	111548004	111548004	1	CNLOH AFTER
X935	7q	3	1	82091063	82091063	1	LOSS AFTER
X935	8p	1	0	18895300	18895300	1	LOSS BEFORE & AFTER
X935	9p	1	0	27048900	27048900	1	LOSS BEFORE & AFTER
X935	9q	3	1	71310967	74879365	0.95	LOSS AFTER
X935	10p	4	1	2283601.5	2283601.5	1	CNLOH AFTER
X935	10q	4	1	93019498.5	93019498.5	1	CNLOH AFTER
X935	11q	3	1	45276500	45276500	1	LOSS AFTER
X935	12q	4	1	47423409	47880192	0.99	CNLOH AFTER
X935	13q	4	0	57011300	57011300	1	CNLOH BEFORE
X935	14q	3	1	42796464	42796464	1	LOSS AFTER
X935	15q	2	1	82099200	82099200	1	DOUBLE LOSS AFTER
X935	16p	5	1	32169661	33549774.5	0.96	LOSS & GAIN
X935	16q	2	1	52934186.5	52934186.5	1	DOUBLE LOSS AFTER
X935	17p	3	0	16292542.5	18297572.5	0.89	CNLOH BEFORE & LOSS
X935	17q	3	0	58262562.5	58324518.5	1	CNLOH BEFORE & LOSS
X935	18p	3	1	18113652.5	18113652.5	1	LOSS AFTER
X935	18q	3	1	62086347.5	62086347.5	1	LOSS AFTER
X935	20p	4	2	28149590	28149590	1	TETRAPLOID
X935	22q	2	0	34594300	34594300	1	LOSS BEFORE
X935	23q	3	1	65986800	65986800	1	LOSS AFTER
