exp.Coef	lower.95	upper.95	p_val	FDR
1p	0.0985488089155587	0.0123313523066127	0.787575238886597	0.0288777054021735	0.292876528950808
1q	1.18173608863436	0.351996870073136	3.96736534302333	0.786981074663209	0.867649521969077
2p	4.1464013701416	1.45004258454183	11.8566478706172	0.0079741203704645	0.292876528950808
2q	2.72286045137365	0.641089705213119	11.5646359274949	0.174632806993135	0.66487609826902
3p	0.501407216236212	0.152329230132298	1.65043305395424	0.256085249777972	0.66487609826902
3q	2.57646714713044	0.949442052175146	6.99166731137995	0.0631539122607981	0.387945461030617
4p	3.54063568759068	0.774016810283743	16.1961612534555	0.103152661661028	0.532829983985553
4q	1.82162430955946	0.386394274122338	8.58789932308196	0.448423096384564	0.716909879089991
5p	1.2670990813013	0.568440931118808	2.82446247963632	0.562704473536363	0.728450695268257
5q	0.858669187590989	0.297230163802462	2.48061221070478	0.778322675463308	0.867649521969077
6p	1.60443853703435	0.727225486709487	3.53978658087003	0.241590560883221	0.66487609826902
6q	1.79213293887819	0.47213424667612	6.8026000935607	0.391318619277957	0.716909879089991
7p	0.597919697072221	0.15737497101463	2.27169518661072	0.450152714777436	0.716909879089991
7q	0.594253219581334	0.160473019569148	2.20059976394109	0.435884425019698	0.716909879089991
8p	0.41824330886481	0.179856046452036	0.972597078946881	0.0429192208446409	0.307587749386593
8q	0.427827286507699	0.195109278995791	0.938121385218636	0.0340554103431173	0.292876528950808
9p	0.484750037157399	0.151188785573891	1.55423299176681	0.223173065770932	0.66487609826902
9q	0.910193662915672	0.213406399242437	3.88204152711792	0.898820261445468	0.898820261445468
10p	1.37192479176059	0.561668903805786	3.35104475518222	0.487690935443214	0.723127938760627
10q	1.48980453555001	0.37685791326735	5.88953416130287	0.56974080816574	0.728450695268257
11p	1.78457798913813	0.547716713626028	5.81453609153645	0.336525461581558	0.716909879089991
11q	0.820438061241636	0.231060736662913	2.91316742972184	0.75950873324356	0.867649521969077
12p	2.20315437832466	1.09304150591766	4.44071811404457	0.0271934228659567	0.292876528950808
12q	0.692311870795637	0.18308037178101	2.61795255155948	0.587924591723344	0.728450695268257
13q	2.71429540901086	1.16845693185608	6.30523844441096	0.0202333448400917	0.292876528950808
14q	1.14042243678157	0.336877356761257	3.86064337128038	0.832736246309819	0.873357526617615
15q	0.670429847712035	0.162694365263216	2.7627028138067	0.579977508580175	0.728450695268257
16p	0.577760654806457	0.160321030849671	2.0821184374456	0.401624649095935	0.716909879089991
16q	0.912523042690153	0.260433053942088	3.19736028448086	0.886217207893438	0.898820261445468
17p	1.49205681014781	0.432900550127896	5.14259804948445	0.526198374403976	0.728450695268257
17q	1.14836695780098	0.378240190535831	3.48653237484065	0.807115834389839	0.867649521969077
18p	1.8169052592842	0.631159307493051	5.23028763423713	0.268336338213589	0.66487609826902
18q	3.10793775930797	0.769023649129114	12.560442226544	0.111522554787674	0.532829983985553
19p	1.83918610117257	0.713523677657458	4.74070534821165	0.20721091381391	0.66487609826902
19q	0.791821910340077	0.322676323106128	1.94306768981124	0.610307365570341	0.728978242209019
20p	1.32161591344241	0.475453345465941	3.67369088748867	0.592924984520674	0.728450695268257
20q	0.674582730536532	0.278115751210574	1.63623188674983	0.383873888337389	0.716909879089991
21p	0.614055771748024	0.154909636961234	2.43409317982858	0.487678792574325	0.723127938760627
21q	0.42276673023588	0.109792637734018	1.62790248857424	0.210726466346325	0.66487609826902
22p	2.25779851320451	0.517906857854969	9.84280097649525	0.278320227182381	0.66487609826902
22q	1.80300513699995	0.457383872431618	7.10743801867262	0.399645279124854	0.716909879089991
Xp	0.540564465736209	0.165555306552419	1.76502914767128	0.308257733582568	0.697635923371075
Xq	0.451605046968738	0.15941890956145	1.27931572865904	0.134572543127162	0.578661935446798
