sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X23	1p	5	2	62614191.5	62664391.5	1	GAIN
X23	2p	6	2	24267951	24267951	1	AMP
X23	3p	5	2	16549116	16549116	1	GAIN
X23	4p	5	2	24299106	24299106	1	GAIN
X23	5p	5	2	12581653.5	13085753.5	0.96	GAIN
X23	7p	5	2	3280736.5	3280736.5	1	GAIN
X23	7q	5	2	82848790.5	99310868.5	0.83	GAIN
X23	8q	6	2	52870048	52870048	1	AMP
X23	9p	3	1	44332496.5	44332496.5	1	LOSS AFTER
X23	10p	3	1	29634601.5	29634601.5	1	LOSS AFTER
X23	11p	5	2	14303511	14303511	1	GAIN
X23	11q	5	2	71472889	82234787	0.87	GAIN
X23	12q	5	2	52599400	52611600	1	GAIN
X23	13q	5	2	14813776	15714776	0.94	GAIN
X23	14q	4	2	74113590	79957075	0.93	TETRAPLOID
X23	15q	5	2	79364377	79384777	1	GAIN
X23	17p	3	0	13295529.5	13295529.5	1	CNLOH BEFORE & LOSS
X23	17q	3	0	49743878.5	58388276.5	0.85	CNLOH BEFORE & LOSS
X23	18p	4	1	14418452.5	14418452.5	1	CNLOH AFTER
X23	20p	5	2	27914190	27914190	1	GAIN
X23	21q	4	1	34790916	34790916	1	CNLOH AFTER
X23	22q	3	0	33359135	34021433	0.98	CNLOH BEFORE & LOSS
X23	23q	4	1	59267821	59267821	1	CNLOH AFTER
