sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2773	1p	3	1	109895003.5	109895003.5	1	GAIN
X2773	2p	4	2	93125051	93125051	1	TETRAPLOID
X2773	3p	1	0	10018900	10858516	0.92	HETLOSS
X2773	3q	3	1	105963097	105963097	1	GAIN
X2773	4p	2	1	50674706	50674706	1	DIPLOID
X2773	4q	2	1	139375216	139375216	1	DIPLOID
X2773	5p	2	1	7268353.5	7268353.5	1	DIPLOID
X2773	5q	2	1	104649975.5	127141958.5	0.82	DIPLOID
X2773	6q	2	1	109236420	109236420	1	DIPLOID
X2773	7q	4	2	61994093	61994093	1	TETRAPLOID
X2773	8p	1	0	32597500	32597500	1	HETLOSS
X2773	8q	5	2	45560216	45560216	1	AMP
X2773	9p	2	1	5006796.5	5006796.5	1	DIPLOID
X2773	9q	2	1	93299453.5	93299453.5	1	DIPLOID
X2773	10p	3	1	2821601.5	2821601.5	1	GAIN
X2773	10q	3	1	93018909.5	93018909.5	1	GAIN
X2773	11q	3	1	63149851	64144501	0.98	GAIN
X2773	12q	2	1	63104900	63104900	1	DIPLOID
X2773	13q	3	1	96153000	96153000	1	GAIN
X2773	14q	3	1	88526686	88526686	1	GAIN
X2773	15q	2	1	82099200	82099200	1	DIPLOID
X2773	16p	2	1	37276613.5	37276613.5	1	DIPLOID
X2773	16q	2	1	52932912.5	52932912.5	1	DIPLOID
X2773	17p	2	0	19774021.5	19774021.5	1	CNLOH
X2773	17q	2	0	58524925.5	58524925.5	1	CNLOH
X2773	18p	3	1	14972152.5	14972152.5	1	GAIN
X2773	18q	3	1	62085547.5	62085547.5	1	GAIN
X2773	19p	2	1	22039664	25732514	0.86	DIPLOID
X2773	20p	3	1	24320190	24320190	1	GAIN
X2773	20q	3	1	35322678	36090478	0.98	GAIN
X2773	21q	3	1	34411197	34727261	0.99	GAIN
X2773	23p	3	1	9598060.5	9598060.5	1	GAIN
X2773	23q	3	1	95519039.5	95519039.5	1	GAIN
