sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2354	2p	3	1	4253051	4253051	1	GAIN
X2354	4q	2	0	89100775	92754250	0.96	CNLOH
X2354	5q	2	0	125726200	125726200	1	CNLOH
X2354	8p	1	0	39240500	40784000	0.96	HETLOSS
X2354	9q	2	0	64070681	75255207	0.85	CNLOH
X2354	10q	3	1	37175297	37175297	1	GAIN
X2354	11q	5	2	55354700	68720300	0.81	AMP
X2354	13q	5	0	34786451	34786451	1	AMP (LOH)
X2354	15q	1	0	1372002	1372002	1	HETLOSS
X2354	16q	2	0	42749242	43618851	0.98	CNLOH
X2354	17p	2	0	11554892.5	13038955.5	0.89	CNLOH
X2354	19p	2	1	20357828	22040455	0.92	DIPLOID
X2354	21q	3	1	23824619	26875840	0.89	GAIN
X2354	23p	1	0	36426400	36426400	1	HETLOSS
