sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2374	1p	3	1	31235781	38992789.5	0.8	LOSS AFTER
X2374	3q	5	2	92382159	96318593	0.96	GAIN
X2374	4p	2	0	50674806	50674806	1	LOSS BEFORE
X2374	5q	3	0	114187596	114187596	1	CNLOH BEFORE & LOSS
X2374	8q	4	2	88267795.5	100096788.5	0.88	TETRAPLOID
X2374	9p	1	0	5006996.5	5006996.5	1	LOSS BEFORE & AFTER
X2374	11q	2	0	53948998	53948998	1	LOSS BEFORE
X2374	12q	3	1	33407900	33407900	1	LOSS AFTER
X2374	13q	2	0	96152800	96152800	1	LOSS BEFORE
X2374	14q	2	0	44015505	44878306	0.98	LOSS BEFORE
X2374	15q	3	1	22482319	22482319	1	LOSS AFTER
X2374	16q	2	0	39579402	43656289	0.91	LOSS BEFORE
X2374	17p	2	0	21326412.5	22490012.5	0.95	LOSS BEFORE
X2374	17q	2	0	58135428.5	58135428.5	1	LOSS BEFORE
X2374	18p	4	1	12661852	12661852	1	CNLOH AFTER
X2374	20p	4	2	23504790	23504790	1	TETRAPLOID
X2374	20q	4	2	34085426	36089901	0.94	TETRAPLOID
X2374	21q	3	1	34789113	34789113	1	LOSS AFTER
X2374	23p	1	0	35666400	38189360.5	0.93	LOSS BEFORE & AFTER
