sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3391	1p	2	1	114911700	114911700	1	DOUBLE LOSS AFTER
X3391	2p	3	1	43856251	43856251	1	LOSS AFTER
X3391	2q	3	1	148114115	148114115	1	LOSS AFTER
X3391	3p	4	1	797516	797516	1	CNLOH AFTER
X3391	3q	4	1	105963097	105963097	1	CNLOH AFTER
X3391	4p	2	0	47900206	48717906	0.98	LOSS BEFORE
X3391	4q	2	0	139340494	139340494	1	LOSS BEFORE
X3391	6p	4	1	14237311	14237311	1	CNLOH AFTER
X3391	6q	4	1	102650960	111315716	0.92	CNLOH AFTER
X3391	7p	3	1	53174836.5	53174836.5	1	LOSS AFTER
X3391	8p	0	0	92600	92600	1	HOMDEL
X3391	9p	2	1	44442096.5	44442096.5	1	DOUBLE LOSS AFTER
X3391	9q	2	1	90898398.5	93368402.5	0.97	DOUBLE LOSS AFTER
X3391	10p	4	2	40592901.5	40592901.5	1	TETRAPLOID
X3391	10q	4	2	93019598.5	93019598.5	1	TETRAPLOID
X3391	11q	4	2	63984011	63984011	1	TETRAPLOID
X3391	12q	4	2	85493396	85493396	1	TETRAPLOID
X3391	13q	4	1	88319981	96063025	0.92	CNLOH AFTER
X3391	14q	3	1	5885800	7141747	0.82	LOSS AFTER
X3391	15q	3	1	79588855	82083155	0.97	LOSS AFTER
X3391	16p	2	1	34257213.5	34257213.5	1	DOUBLE LOSS AFTER
X3391	16q	2	1	52933953.5	52933953.5	1	DOUBLE LOSS AFTER
X3391	17p	3	0	24180449.5	24301559.5	1	CNLOH BEFORE & LOSS
X3391	17q	3	0	58203886.5	58523657.5	0.99	CNLOH BEFORE & LOSS
X3391	18p	2	0	18113552.5	18113552.5	1	LOSS BEFORE
X3391	18q	2	0	62086347.5	62086347.5	1	LOSS BEFORE
X3391	19q	4	2	30816374	32617780	0.94	TETRAPLOID
X3391	20p	2	1	28149490	28149490	1	DOUBLE LOSS AFTER
X3391	20q	6	2	30587027	33348237	0.92	AMP
X3391	23p	2	0	57562960.5	57562960.5	1	LOSS BEFORE
X3391	23q	2	0	95518509.5	95518509.5	1	LOSS BEFORE
