# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
X1032	-0.528000	1.029000
X103	-1.040000	1.005000
X1040	-0.250000	0.682000
X106	-0.250000	0.539000
X1364	-0.784000	1.222000
X1552	-1.267000	1.418000
X1634	-0.532000	0.250000
X1677	-0.250000	0.680000
X1718	-0.250000	0.250000
X2176	-0.519000	0.595000
X2556	-0.824000	1.535000
X2577	-0.662000	0.869000
X2587	-0.676000	0.549000
X429	-1.041000	0.896000
X655	-0.900000	0.945000
X860	-0.810000	0.818000
X991	-0.837000	1.057000
