estimate	std_error	t_value	p_values	r_sq	FDR
del5_2p23.3  	1.61035776540226	0.641430855312541	2.51057109595641	0.0161979734821639	0.0757437796678369	0.603494272905432
amp22_10q25.1 	1.53648883813408	0.619618240411458	2.47973467842679	0.0174582453703582	0.0726618666956849	0.603494272905432
amp12_5q31.3  	-0.676254971162872	0.276869860926227	-2.44250121302681	0.0190985059871438	0.0689644443428168	0.603494272905432
amp23_11q13.1 	0.68729247422283	0.28515724856232	2.41022270234392	0.0206322828343737	0.0657808854893924	0.603494272905432
del3_1p11.2  	-1.67482300214055	0.81658453075762	-2.05100995556047	0.046855811292166	0.0319145788726986	0.778973543131349
amp24_11q14.2 	0.833918397658682	0.412107677938273	2.02354491872289	0.0497338349873321	0.0294576798397037	0.778973543131349
amp7_4q28.1  	-0.995418936651127	0.537897738150532	-1.85057282462965	0.0716263278175732	0.0144805942406847	0.778973543131349
amp30_14q13.3 	0.641321058446457	0.351981312028747	1.822031558295	0.0759332480402627	0.0120959360695925	0.778973543131349
del53_18p11.21	1.34504663711363	0.740948087139004	1.81530482426536	0.0769796701695138	0.0115376440439389	0.778973543131349
del67_22q11.21	2.02723578337885	1.1735102315882	1.72749732282712	0.0917935170526292	0.00438396699597665	0.778973543131349
amp29_14q11.2 	0.452877410851136	0.266137119622635	1.70166946833003	0.0965791236026221	0.00232828810837049	0.778973543131349
del27_8q21.2  	-0.696041695399094	0.409471845423214	-1.6998523907784	0.096923468226458	0.00218451309288181	0.778973543131349
del21_6q27    	1.32062873522296	0.833444173242437	1.58454372544855	0.120945326804535	-0.00670480923299821	0.778973543131349
amp4_3q21.3  	0.78962708023816	0.499908847748558	1.57954211811695	0.122088189245772	-0.00707971544593655	0.778973543131349
del61_20p11.21	1.40863379206084	0.899205981700769	1.56653071790796	0.125102350609731	-0.00805075708223901	0.778973543131349
del45_16q11.2 	1.5004289655205	0.95916099229787	1.56431399688795	0.125621819446541	-0.00821557604062439	0.778973543131349
del1_1p36.33 	-1.26642640911013	0.84733893706728	-1.4945924867956	0.142868668057925	-0.0133068463982751	0.778973543131349
del22_7p22.1  	0.707768102092298	0.47934151257227	1.47654247238932	0.14762834446506	-0.0145951923717513	0.778973543131349
amp15_7q31.2  	0.5268342062158	0.357872173577774	1.47212956220891	0.14881093234029	-0.0149082829156535	0.778973543131349
del36_11q25   	0.869059041613015	0.599181980463863	1.45040917442181	0.154741368239762	-0.016438434730403	0.778973543131349
del4_1q42.13 	0.823408189936844	0.570368125175955	1.44364341833237	0.156626246694366	-0.0169113526014839	0.778973543131349
amp19_9p22.3  	-0.592263943741562	0.412516540406493	-1.43573380877757	0.158852648483812	-0.0174619747664151	0.778973543131349
amp20_9q33.2  	-1.11782560488197	0.806398149048229	-1.38619564814393	0.173366281177866	-0.0208548430982176	0.778973543131349
del35_11q14.3 	0.443917905657693	0.322923541134245	1.37468424909025	0.17688193261673	-0.0216293615677541	0.778973543131349
del64_21p11.2 	1.05659938839397	0.777549665524225	1.35888347104054	0.181797029467567	-0.0226838501192397	0.778973543131349
del62_20q13.33	0.775913546442669	0.571950235114834	1.35661024125094	0.182512728055136	-0.0228347322470124	0.778973543131349
del7_2q14.3  	1.01790568963506	0.755191268714363	1.34787799039035	0.185282140281008	-0.0234123841782947	0.778973543131349
del31_9q34.13 	-0.923724188762483	0.689782843201919	-1.33915216631748	0.188081622985006	-0.0239865306501383	0.778973543131349
amp39_19q13.12	-0.475102060787894	0.372615943994889	-1.27504490466573	0.209649806955155	-0.0281091936159763	0.778973543131349
del59_19q13.2 	-0.650050669938226	0.510446430671507	-1.27349439799797	0.210193597923714	-0.0282068011821441	0.778973543131349
del2_1p36.21 	0.811035511335701	0.643605765161046	1.26014332878569	0.214919960641165	-0.0290431229610606	0.778973543131349
del18_6p22.1  	0.60574671591733	0.49067954429993	1.23450574403213	0.224217913838097	-0.0306280924859068	0.778973543131349
amp6_3q29    	-0.264889080344145	0.214789631548605	-1.23324891632026	0.224681286052382	-0.0307050786916385	0.778973543131349
amp38_19q12   	0.586774091166179	0.488346171886926	1.20155358011498	0.236602572259647	-0.0326243424873867	0.778973543131349
del20_6q25.1  	1.46888107537104	1.22628742090327	1.19782772809418	0.238033890573366	-0.0328471357619113	0.778973543131349
del57_19p13.12	-1.16846927719346	0.998254089724998	-1.17051288767106	0.248721184415746	-0.0344622093128393	0.778973543131349
del40_14q11.2 	-1.04560221332412	0.893644700884226	-1.17004242546231	0.248908263088254	-0.0344897441978169	0.778973543131349
del38_12q24.33	0.823708288080749	0.711380842430709	1.15790057722981	0.253771818444339	-0.0351970466306391	0.778973543131349
amp10_5p13.2  	0.549412153390983	0.480495260376522	1.14342887161979	0.25965784771045	-0.0360316754321783	0.778973543131349
del44_16p11.2 	-1.44498689419821	1.29460627155339	-1.11615934971826	0.271014311216549	-0.0375794225536277	0.783459337025435
amp42_21q11.2 	0.616968126774937	0.564618063557372	1.09271765569761	0.281055389119459	-0.0388836327058886	0.783459337025435
del24_7q22.1  	0.386801386121358	0.358432566527646	1.07914688073279	0.286986739987408	-0.0396274749353929	0.783459337025435
del50_17p11.2 	-1.70360105871769	1.58181891161616	-1.07698867816488	0.287938046940972	-0.0397450111381075	0.783459337025435
del33_10q26.3 	0.838780105102824	0.809577499305398	1.03607141480894	0.306392004085647	-0.0419337006308995	0.814724192682288
del29_9p21.3  	-1.15235033077522	1.15345956830105	-0.99903833861514	0.3237816633628	-0.0438490774032463	0.829754599343011
del9_2q37.3  	0.774401256021225	0.801905539284737	0.965701342719189	0.339996251004864	-0.0455193989378373	0.829754599343011
del43_16p13.11	-0.67321001369095	0.69919955562915	-0.962829578867774	0.341417894072199	-0.0456608795994247	0.829754599343011
amp16_7q36.1  	0.536195790870761	0.562190339238428	0.953762015187097	0.345932597693338	-0.0461050863586272	0.829754599343011
amp1_1q21.1  	0.459120043856169	0.491844251339344	0.933466321108636	0.356180140078778	-0.0470854441122961	0.829754599343011
amp32_15q26.3 	0.511151844859635	0.552719211941138	0.924794785157695	0.360618472909826	-0.0474984317626279	0.829754599343011
amp34_16q13   	0.742135594652098	0.824640120272082	0.899950871183951	0.373532705104188	-0.0486620488309732	0.829754599343011
amp5_3q25.1  	-0.556696333799213	0.620402771279106	-0.897314389249831	0.374920425487522	-0.0487838235976448	0.829754599343011
amp14_6q21    	-0.435244394591219	0.505186945177527	-0.861551151996357	0.39407007821225	-0.0504030598476852	0.829754599343011
amp44_21q22.3 	-0.546698943390044	0.635375587848113	-0.860434290907527	0.394677846502029	-0.0504526459404924	0.829754599343011
del17_5q13.2  	0.497872096983234	0.581374982867806	0.856370004996313	0.396894493221489	-0.0506325873776288	0.829754599343011
del46_16q22.1 	0.678193247282853	0.792367904666194	0.855907014013346	0.397147500540245	-0.0506530355992192	0.829754599343011
del12_3q29    	-0.389288419329344	0.481287059608306	-0.808848714208451	0.423387232876288	-0.0526776404045211	0.838159538682692
amp40_19q13.33	0.488293455000593	0.610793715602971	0.799440862810046	0.42875679017882	-0.0530695680986009	0.838159538682692
amp31_15q25.3 	-0.369326810271535	0.465447366801248	-0.79348780681628	0.43217565075436	-0.0533153503778969	0.838159538682692
amp21_10q21.2 	-0.535472783636534	0.680712167527514	-0.786636127838703	0.436130811651628	-0.0535961002203584	0.838159538682692
amp13_6p22.2  	-0.334395726136764	0.430420180990377	-0.776905314633099	0.441785029839693	-0.0539908922174666	0.838159538682692
amp35_16q24.1 	0.489768146959874	0.654684635757916	0.748097817192362	0.458777229984708	-0.0551325052637262	0.838159538682692
del8_2q37.3  	0.651568303495264	0.878990605066318	0.741268791429351	0.462860442548946	-0.0553971614703315	0.838159538682692
del63_20q13.33	0.448119103292886	0.614882893692797	0.728787721840204	0.470377210083011	-0.0558749250373736	0.838159538682692
del14_4q35.2  	0.807943058021294	1.13847249828785	0.709672881195079	0.482023698754459	-0.0565917070903772	0.838159538682692
del68_22q13.2 	-0.594885579372263	0.85029635111884	-0.699621465609607	0.488212657098114	-0.0569613599269396	0.838159538682692
del15_5p15.33 	-0.22302212287441	0.319787344827594	-0.697407594395731	0.489581758195875	-0.0570421035040385	0.838159538682692
del26_8p23.1  	-0.466327508987849	0.67251167920807	-0.69341176280683	0.492058278978043	-0.0571872213718423	0.838159538682692
del13_4p16.1  	0.50179923391047	0.727450128829724	0.689805684298569	0.494299215120562	-0.0573175025740287	0.838159538682692
del49_17p11.2 	-0.463622694970981	0.683835974364528	-0.677973538028347	0.501691731033668	-0.0577404270813937	0.838541893299132
amp28_13q33.1 	0.338154284243119	0.523666295475361	0.645743839473491	0.522132685155152	-0.0588569475854934	0.856584162672644
amp36_17q21.2 	0.371214568467477	0.581868246963026	0.637970142562299	0.527128715490858	-0.0591184504767217	0.856584162672644
del71_xp11.23 	0.392136775773299	0.632865555559315	0.619620980046443	0.539021069656854	-0.0597236403632257	0.86391048150482
del30_9q34.13 	-0.339012164885488	0.558412812370379	-0.60709954602659	0.547215791248634	-0.0601268667649952	0.865192534812029
del72_xp11.22 	0.334975198760744	0.620308496102006	0.54001388158588	0.59218147722912	-0.0621516533489928	0.923803104477427
del58_19p12   	0.243427957470297	0.465315563626338	0.523145960503003	0.603758853230885	-0.0626246143381219	0.924555267619943
del25_7q35    	-0.255145206265219	0.506729437028362	-0.503513685254757	0.617364946670579	-0.0631566896019626	0.924555267619943
del51_17q11.2 	-0.388262091459769	0.775589946956965	-0.500602274414618	0.619394509185211	-0.0632339064826852	0.924555267619943
amp27_12q14.3 	-0.166116696169391	0.339414136428384	-0.48942185472125	0.62721635872996	-0.0635263754312303	0.924555267619943
amp26_12q13.11	-0.496343480338031	1.02897490350866	-0.48236694466072	0.632174541962354	-0.0637076065183502	0.924555267619943
amp9_5p15.33 	-0.165266720742109	0.352180440953946	-0.469267175356057	0.641426586604193	-0.0640373009143773	0.924673627996802
del19_6p21.33 	0.301371047802174	0.658752576365927	0.457487467395903	0.649796003298198	-0.0643261890397251	0.924673627996802
del42_15q11.2 	0.330634639994425	0.736632602797543	0.448846058046791	0.655965052339611	-0.0645335397446793	0.924673627996802
del37_12p13.31	0.203006522333937	0.469916783848968	0.432005259891258	0.668057515155234	-0.0649264949586545	0.930508681823362
del34_11p15.5 	0.339262984128932	0.863137537010504	0.393057849510261	0.696363844128818	-0.065778713984026	0.94858060869635
del11_3q21.3  	0.256327361830131	0.668788948809034	0.383270929172191	0.703548363281567	-0.0659804144036897	0.94858060869635
del6_2p11.2  	-0.328157343090795	0.884330700819123	-0.37107989441827	0.712536227033656	-0.0662246509655855	0.94858060869635
amp8_4q31.21 	-0.298220532990057	0.812217003726446	-0.367168541931311	0.715428755782345	-0.0663013618464621	0.94858060869635
del54_18p11.21	0.276218872486982	0.778986379661917	0.354587550820673	0.724761270954095	-0.0665426646158771	0.94858060869635
amp18_8q24.13 	0.0890478422013127	0.268999932117127	0.331032954173905	0.74234755913068	-0.0669720918240884	0.94858060869635
amp2_2q24.2  	-0.283786259466827	0.86730761916313	-0.327203697046561	0.745220083388868	-0.0670391464582976	0.94858060869635
del66_21q22.3 	-0.383319631332781	1.23494201786874	-0.310394841042264	0.757872315169389	-0.0673243540204056	0.94858060869635
amp41_20q13.2 	0.15344573297199	0.517691103141336	0.296404037158231	0.768455114503593	-0.0675503865964606	0.94858060869635
del60_19q13.42	0.21339751764905	0.729056105632343	0.292703834451755	0.771261588783778	-0.0676084389080418	0.94858060869635
del48_16q24.3 	-0.239028787031713	0.90342011969423	-0.26458209400142	0.792690016739284	-0.0680259931388234	0.94858060869635
del23_7p11.2  	0.190114665195253	0.722395041347951	0.263172716192111	0.793768388794708	-0.0680458189119209	0.94858060869635
amp25_12p12.1 	-0.0941937686978022	0.365413407920215	-0.257773159539807	0.797903578878377	-0.068120801384709	0.94858060869635
del39_13q11   	-0.203544259225233	0.815745801844918	-0.249519223715145	0.804236115194933	-0.0682324374083527	0.94858060869635
amp17_8p23.1  	0.0763575541238254	0.312048962471169	0.244697349797727	0.807941734251988	-0.0682959835677397	0.94858060869635
amp37_17q23.3 	0.116672443104238	0.581765061447142	0.200549071843563	0.842067413907258	-0.0688204399167502	0.94858060869635
del65_21q22.3 	0.164618425188536	0.824402079119349	0.199682205270984	0.842740808105288	-0.0688297012890002	0.94858060869635
del16_5p14.3  	-0.0710895018264134	0.369425990103454	-0.192432324013006	0.848377244334308	-0.0689055923258703	0.94858060869635
del69_22q13.33	-0.17105473471147	0.893029934675097	-0.191544233927279	0.84906825181962	-0.0689146965496825	0.94858060869635
amp43_21q22.11	-0.0990089230581196	0.520962687013819	-0.190049931647971	0.850231213912202	-0.0689299206368483	0.94858060869635
del52_17q25.1 	0.117529184603851	0.622870852263817	0.188689491853235	0.851290289855698	-0.0689436776037591	0.94858060869635
amp11_5q22.3  	0.101196236408333	0.669724732629695	0.151101238281857	0.880655327749109	-0.0692848003553546	0.970721774390359
del70_22q13.33	-0.137122819307084	0.965318207524175	-0.142049345219306	0.887754101365542	-0.069355700081051	0.970721774390359
amp33_16p13.13	0.0932267686118636	0.800943447621893	0.116396193624739	0.907920986992725	-0.0695328842408618	0.983581069242119
del55_18q23   	0.0784445857194858	0.813659436714655	0.0964096060093945	0.923676689946537	-0.0696465829035942	0.985557949881857
del32_10q11.22	0.0682177408526383	0.884079862959887	0.0771624190423773	0.938879021925841	-0.0697359057742313	0.985557949881857
del47_16q23.1 	-0.0440120504472687	0.59400577266936	-0.0740936409582118	0.941305175901677	-0.0697483175879212	0.985557949881857
del28_8q24.3  	-0.0229246671815672	0.352874030215478	-0.0649655832353787	0.948525004633058	-0.0697822608814165	0.985557949881857
del41_15q11.1 	0.0385949649084572	0.644183153872478	0.059913030442422	0.95252324302437	-0.0697991339999786	0.985557949881857
amp3_2q31.2  	-0.0330822635304089	0.660244576975124	-0.0501060738461095	0.96028723321822	-0.0698279887523032	0.985557949881857
del56_19p13.2 	0.0257394787366759	0.82081525812985	0.0313584311228825	0.975139641977345	-0.0698688355843082	0.987226863424695
del73_xq28    	-0.0164733971326976	0.615737322196803	-0.0267539363602721	0.978789026985168	-0.069875992292779	0.987226863424695
del10_3p21.1  	0.000763017975468614	0.80367014277547	0.000949416850094165	0.999247194346631	-0.0698951128945757	0.999247194346631
