estimate	p_values	FDR
Xq	6	1.0727582550115e-09	3.33923828082139e-08
Xp	8	1.59011346705781e-09	3.33923828082139e-08
7q	452.5	0.012672423260298	0.177413925644172
22q	223.5	0.028089661143532	0.294941442007086
4p	416.5	0.0516119971513257	0.37066090614767
7p	430.5	0.0529515580210957	0.37066090614767
11p	271	0.153290432871594	0.686141465232
12p	268.5	0.154059383381637	0.686141465232
14q	392.5	0.167542524672438	0.686141465232
15q	277.5	0.190410155743855	0.686141465232
22p	264.5	0.202467014794731	0.686141465232
19p	271	0.203834643181251	0.686141465232
4q	376.5	0.212377120190857	0.686141465232
12q	284.5	0.239937123829784	0.719811371489353
20q	372	0.308781765478518	0.864588943339851
21p	282.5	0.351770716589221	0.923398131046705
3q	373	0.397284455533595	0.938183844896052
5q	302.5	0.413983497315526	0.938183844896052
13q	301	0.438148172344576	0.938183844896052
21q	304	0.46919790314871	0.938183844896052
2p	361	0.486045244104892	0.938183844896052
17p	364	0.521806544665239	0.938183844896052
19q	306	0.534025298223815	0.938183844896052
3p	305	0.536105054226316	0.938183844896052
16q	310.5	0.561554005086669	0.943410728545603
8q	358	0.608335738697363	0.952555809313198
10p	311	0.612357305987056	0.952555809313198
10q	319	0.663739816838207	0.980088389118385
5p	318	0.752350780843523	0.980088389118385
20p	320	0.759064690514963	0.980088389118385
18p	323	0.796403294560891	0.980088389118385
1q	323	0.817840494680147	0.980088389118385
18q	342.5	0.819909272663735	0.980088389118385
8p	344	0.8438645628014	0.980088389118385
9p	341.5	0.859554379919137	0.980088389118385
2q	340	0.866837376259913	0.980088389118385
11q	340	0.876976776945212	0.980088389118385
6q	329	0.917802753877097	0.980088389118385
17q	338	0.922793489652857	0.980088389118385
1p	331	0.953203032265739	0.980088389118385
16p	331	0.960187618753504	0.980088389118385
6p	332	0.980088389118385	0.980088389118385
