estimate	p_values	FDR
Xq	149.5	0.0268375792606806	0.618817227627991
17q	175	0.0301862062257557	0.618817227627991
Xp	161	0.050058560272645	0.684133657059481
10q	298	0.117064268742913	0.962825460712885
3q	199	0.178842272625736	0.962825460712885
20q	210	0.186505859952044	0.962825460712885
19q	304	0.186537726446969	0.962825460712885
5p	203.5	0.232343963625121	0.962825460712885
15q	296	0.25573958743126	0.962825460712885
5q	218	0.282275534392113	0.962825460712885
8p	208.5	0.314768933352707	0.962825460712885
8q	212	0.315323142867087	0.962825460712885
2p	284	0.374656440984333	0.962825460712885
16q	283	0.390766556499773	0.962825460712885
21p	212.5	0.39169989324785	0.962825460712885
4p	282	0.448643135454056	0.962825460712885
21q	276.5	0.519510997206658	0.962825460712885
3p	228	0.526327231704309	0.962825460712885
1q	232	0.579049115871196	0.962825460712885
9p	232.5	0.579079821962004	0.962825460712885
10p	274	0.597252005682066	0.962825460712885
7p	276.5	0.604760910065773	0.962825460712885
13q	272	0.616917180339113	0.962825460712885
12q	236.5	0.646553163080879	0.962825460712885
20p	236.5	0.655232447598475	0.962825460712885
16p	239	0.688575742778351	0.962825460712885
11p	269	0.691907857958465	0.962825460712885
17p	237	0.695169202998972	0.962825460712885
22q	239.5	0.756150520361197	0.962825460712885
18p	263	0.789980847053002	0.962825460712885
1p	261.5	0.800719444836075	0.962825460712885
11q	245	0.812856443214071	0.962825460712885
22p	263.5	0.839334280461303	0.962825460712885
6p	260	0.863626345022809	0.962825460712885
12p	260.5	0.869139218213463	0.962825460712885
2q	259	0.872668680853125	0.962825460712885
9q	248	0.872668680853125	0.962825460712885
14q	259	0.892374817246089	0.962825460712885
6q	251	0.952804228726011	0.98774472904693
19p	251.5	0.971871127190196	0.98774472904693
18q	252.5	0.98774472904693	0.98774472904693
